Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive
23,74,1,2,1,6,76,1,1,0,1,2,1,4,0,0,0,0,67,True,False,False
28,99,2,0,0,5,100,1,1,6,1,1,1,5,0,0,1,1,76,False,True,False
21,88,1,1,0,8,94,1,1,0,1,2,0,3,0,1,0,0,70,False,True,False
17,76,1,2,1,8,95,0,1,1,0,1,1,4,0,2,0,1,67,False,True,False
14,68,2,2,1,9,79,0,1,2,0,1,1,4,0,1,0,1,66,False,False,True
11,74,1,2,1,7,98,0,1,1,0,1,0,2,0,0,0,0,65,False,False,True
24,67,0,2,0,8,84,2,1,0,0,1,0,1,0,1,0,1,65,False,True,False
23,64,0,1,0,8,91,1,1,2,0,1,0,3,0,0,2,1,63,True,False,False
23,96,1,2,1,5,86,1,1,3,1,2,0,3,1,-1,0,0,74,False,True,False
19,100,0,2,1,7,89,2,1,2,2,0,1,3,0,1,1,0,72,False,True,False
28,67,2,2,0,8,82,0,1,1,2,0,0,4,0,0,0,1,68,False,True,False
17,62,1,0,0,8,86,2,1,2,1,1,0,4,0,0,1,1,62,False,True,False
26,73,0,2,0,7,72,1,1,1,0,0,1,3,0,1,2,0,65,False,True,False
20,78,2,1,1,10,85,1,1,1,2,2,1,3,0,0,0,0,69,True,False,False
16,68,1,0,1,10,64,1,1,2,2,0,0,2,0,0,1,0,61,True,False,False
24,72,1,1,1,7,82,2,1,2,1,1,1,4,0,0,2,0,67,False,False,True
22,68,1,2,0,7,76,1,1,1,1,1,0,4,0,0,0,0,66,False,False,True
22,91,0,1,1,8,95,1,1,1,0,2,1,2,0,0,0,0,70,False,True,False
20,89,1,2,0,7,84,0,1,5,2,1,0,3,0,2,1,0,72,False,True,False
20,85,2,0,1,9,80,1,1,3,0,1,1,3,0,2,1,0,69,False,True,False
34,75,0,1,1,5,66,1,1,0,0,1,1,3,0,0,0,0,68,False,False,True
27,96,1,1,0,7,93,1,1,2,1,1,0,2,0,1,0,0,74,False,True,False
24,99,2,1,0,8,53,2,1,1,0,1,1,3,1,0,0,0,70,False,True,False
21,67,1,1,1,9,95,2,1,1,1,1,1,4,0,0,0,0,67,False,False,True
26,69,1,1,1,5,83,1,1,4,1,2,1,2,0,0,1,1,68,False,True,False
23,81,2,0,0,6,59,1,1,2,2,2,1,1,0,2,0,1,69,False,True,False
20,64,2,0,0,4,95,1,1,4,1,1,0,4,0,0,0,0,66,False,True,False
18,77,1,0,0,6,66,2,1,3,1,2,0,3,0,1,1,0,66,False,False,True
20,83,2,2,1,5,58,1,1,1,1,1,0,3,0,0,0,0,68,False,True,False
1,81,1,1,1,8,66,1,1,1,0,1,0,2,0,1,0,0,60,True,False,False
21,73,2,1,0,7,98,2,1,0,2,2,0,4,1,2,0,0,69,False,False,True
17,82,2,1,0,7,88,1,1,1,1,1,0,1,1,0,0,0,66,True,False,False
30,98,1,2,1,7,96,1,1,1,1,1,1,3,0,2,0,1,77,False,True,False
20,68,1,0,0,9,65,0,1,1,2,1,0,5,0,1,0,0,63,True,False,False
13,86,1,0,1,5,54,1,1,3,2,2,0,3,1,1,0,0,66,False,True,False
20,62,2,1,1,4,78,1,0,1,2,1,1,4,0,0,1,1,64,False,False,True
14,63,2,2,0,8,74,1,1,1,0,1,1,4,0,2,1,1,63,False,True,False
23,82,0,1,1,6,86,1,1,0,2,1,0,4,0,0,0,0,68,False,True,False
22,64,2,1,0,5,77,1,1,1,2,1,1,2,0,1,0,0,65,True,False,False
26,61,2,1,1,8,70,0,1,1,1,1,1,4,1,2,1,0,65,False,True,False
15,67,2,2,1,4,50,0,1,0,1,-1,0,1,0,1,0,0,64,False,False,True
20,83,2,1,1,6,73,1,1,0,2,1,0,3,0,1,2,0,68,False,False,True
12,88,0,1,1,4,56,1,1,0,0,2,1,2,0,0,2,0,62,False,True,False
24,68,1,1,1,7,96,1,1,1,0,2,0,3,0,0,0,0,67,False,False,True
23,87,2,2,1,9,96,2,1,1,1,1,1,1,0,1,0,1,73,False,False,True
23,67,2,2,1,6,90,1,1,2,2,1,1,3,0,0,0,1,69,False,False,True
20,85,1,1,0,6,58,0,1,0,0,1,1,2,0,2,0,0,65,True,False,False
22,76,1,1,1,10,57,1,1,1,1,2,1,3,0,0,2,0,66,False,True,False
30,86,2,1,0,8,78,1,1,4,1,0,0,2,0,1,2,0,73,False,False,True
18,100,2,1,1,10,86,1,1,1,1,1,0,3,0,0,0,0,72,False,True,False
21,98,1,1,1,7,95,0,1,3,2,0,0,1,0,0,0,0,72,False,True,False
13,60,0,2,1,7,95,1,1,1,0,1,1,1,0,0,0,1,61,False,False,True
15,95,2,1,1,9,58,0,1,2,0,2,1,3,0,0,0,1,69,False,True,False
21,63,2,1,0,7,100,1,1,1,2,1,1,2,0,2,1,1,66,False,True,False
27,98,2,2,0,7,58,1,1,1,2,1,0,3,0,2,2,1,74,False,False,True
18,71,2,0,1,4,92,1,1,1,0,1,0,4,1,1,0,1,64,True,False,False
19,75,1,2,1,10,79,1,1,1,1,1,0,2,0,0,0,1,66,False,True,False
18,64,2,1,1,8,84,1,0,2,1,1,0,3,0,1,0,1,64,False,True,False
17,64,2,2,0,7,80,0,1,3,1,1,1,4,0,0,0,0,66,False,False,True
22,89,1,2,0,8,93,1,1,2,2,0,1,5,0,0,0,0,72,False,True,False
11,98,2,2,1,5,82,2,1,1,1,1,1,2,0,2,0,0,71,False,True,False
28,84,2,1,1,6,92,1,1,1,1,1,0,3,1,0,0,1,70,True,False,False
16,89,2,1,1,8,58,0,1,2,0,1,0,3,0,1,1,0,67,False,True,False
24,90,1,2,0,7,93,0,1,1,0,2,0,2,1,2,0,0,71,False,True,False
12,71,1,0,0,8,100,1,1,2,2,1,0,3,1,1,0,0,63,False,True,False
24,62,1,2,0,7,83,0,1,1,1,0,0,2,0,1,1,1,64,False,True,False
24,60,1,1,1,8,99,1,1,2,0,0,0,1,0,0,1,0,64,False,True,False
22,74,1,0,0,5,61,1,1,1,0,1,0,3,0,2,0,1,65,False,False,True
14,70,1,1,1,9,91,2,1,2,1,1,0,4,0,0,0,1,65,False,True,False
21,62,1,0,0,6,58,1,1,2,0,2,1,3,0,1,1,1,62,False,True,False
13,67,2,2,1,7,76,1,1,2,0,1,1,5,0,0,0,0,65,False,True,False
18,65,1,2,0,6,83,0,1,1,1,2,1,2,0,0,0,0,64,False,True,False
26,97,1,1,1,7,83,0,1,2,0,1,0,3,0,2,0,0,74,False,False,True
25,66,1,2,1,7,84,0,1,2,2,1,0,1,0,0,0,0,67,False,False,True
20,82,0,1,0,8,66,0,1,0,2,1,0,2,0,2,0,0,66,False,False,True
14,84,2,2,0,8,99,1,0,3,1,2,0,4,0,2,0,1,70,False,True,False
24,82,1,2,0,8,50,1,1,0,1,1,0,2,0,2,1,0,68,False,False,True
20,64,1,1,0,6,81,1,1,0,2,2,0,1,0,-1,1,1,64,False,False,True
6,73,1,1,0,8,93,0,1,0,0,1,1,1,1,0,2,1,58,False,True,False
25,62,1,1,1,7,95,0,1,1,2,1,0,4,1,1,0,0,65,False,True,False
20,76,1,2,1,7,86,1,1,2,1,1,0,5,0,0,0,1,68,True,False,False
27,68,0,1,0,8,79,1,1,2,0,2,1,1,1,2,1,1,64,True,False,False
13,82,1,2,0,5,73,0,1,4,0,1,0,4,0,0,0,0,66,True,False,False
1,88,1,2,1,4,72,2,1,3,1,1,1,2,0,1,0,0,92,True,False,False
22,81,2,1,1,9,71,1,1,2,2,0,0,4,0,0,0,0,69,True,False,False
22,77,1,2,0,7,85,0,1,2,0,1,0,2,0,1,0,0,68,False,True,False
10,75,1,1,0,8,87,0,1,2,1,1,0,4,1,0,0,1,63,False,False,True
14,94,0,1,1,6,76,1,0,0,0,0,0,3,0,0,0,0,64,False,True,False
37,69,1,2,1,9,87,1,0,1,0,1,0,2,0,1,2,1,68,True,False,False
18,89,1,0,0,8,76,2,1,0,0,1,0,2,0,0,0,0,67,False,False,True
24,90,0,1,1,7,55,1,1,1,2,1,0,2,0,2,2,0,68,True,False,False
16,77,1,1,1,7,93,1,1,1,0,1,0,2,0,-1,1,0,66,False,False,True
7,72,1,1,1,4,94,1,1,4,1,1,1,4,0,2,0,0,66,False,False,True
19,79,1,2,1,8,63,1,1,4,0,2,0,2,0,0,1,0,68,False,True,False
18,64,1,2,1,9,89,0,1,1,1,2,1,3,0,0,1,0,64,False,True,False
18,62,2,1,1,7,76,1,1,2,1,1,1,3,1,1,0,1,63,True,False,False
19,64,1,1,1,7,56,1,1,0,0,1,1,4,0,0,0,1,62,False,True,False
22,67,1,2,0,7,70,2,1,2,0,1,1,2,0,0,0,0,66,False,False,True
19,80,2,1,1,9,54,1,1,0,0,1,0,2,0,2,1,0,65,True,False,False
12,94,1,0,1,9,89,1,1,1,0,0,1,3,0,0,0,0,66,True,False,False
23,69,1,2,1,6,60,1,1,2,0,2,1,4,0,0,0,0,66,True,False,False
8,97,1,2,1,8,58,2,1,2,2,1,0,2,0,1,0,1,69,False,True,False
8,98,0,1,1,7,60,1,1,1,2,2,1,3,0,2,0,1,67,True,False,False
24,98,1,2,0,8,61,1,1,6,1,2,1,3,0,0,0,1,75,False,False,True
23,94,2,1,1,6,84,2,1,0,0,2,0,3,0,2,0,0,73,False,True,False
20,75,1,1,1,9,82,2,1,0,0,0,0,5,0,1,1,1,66,False,False,True
12,63,1,1,0,8,56,0,1,4,1,1,0,4,0,1,1,0,61,False,False,True
16,83,1,1,1,9,86,1,1,5,0,2,1,4,0,0,1,1,68,True,False,False
18,82,1,1,1,5,67,2,0,1,1,2,0,4,0,1,0,0,67,False,True,False
10,94,1,2,0,5,73,1,1,1,1,1,0,3,0,0,1,0,66,True,False,False
16,100,1,2,0,10,56,1,1,1,2,1,0,2,0,0,0,1,69,False,True,False
24,80,1,1,0,9,85,0,1,3,0,1,0,4,0,0,0,0,69,False,False,True
29,74,1,2,1,6,69,1,1,1,0,2,1,1,0,1,2,1,67,True,False,False
17,67,2,1,0,8,82,1,1,0,1,1,0,4,0,0,0,1,65,False,False,True
25,60,1,0,0,6,71,0,1,2,2,1,0,2,0,0,0,0,63,False,False,True
9,80,1,0,1,4,52,0,1,1,2,1,0,2,0,2,0,1,63,False,False,True
24,82,1,1,0,4,85,0,0,1,0,1,0,2,0,0,0,0,66,True,False,False
15,93,1,1,1,7,78,0,1,0,1,1,0,4,0,0,1,0,66,True,False,False
22,80,1,2,1,9,72,0,1,2,1,1,0,4,0,1,0,1,69,False,True,False
19,97,2,1,1,9,60,2,1,3,1,1,0,4,0,2,1,1,72,True,False,False
28,85,1,1,1,9,81,0,1,2,0,1,0,3,0,0,0,0,70,False,True,False
15,94,1,2,1,8,64,1,1,2,0,1,0,1,0,1,0,0,68,True,False,False
24,66,2,1,1,7,71,0,1,1,0,2,0,3,0,0,0,0,66,False,True,False
18,94,0,1,1,9,53,1,1,3,0,1,0,3,0,1,1,1,67,True,False,False
19,87,2,1,0,4,89,1,1,0,0,0,0,5,1,2,1,1,68,False,False,True
19,67,1,0,1,8,55,1,0,0,1,2,1,4,0,0,0,0,62,False,False,True
15,68,1,2,0,5,95,2,1,1,1,1,1,2,1,1,0,1,64,False,False,True
20,97,2,0,1,6,93,0,1,1,2,2,0,1,0,1,2,0,71,False,False,True
20,61,2,1,0,8,99,1,1,0,1,2,0,4,0,1,0,0,65,False,True,False
21,79,1,1,1,8,95,2,1,0,1,1,0,2,0,2,0,1,69,False,True,False
21,73,1,1,0,6,99,1,0,1,0,1,0,5,0,0,0,0,65,False,True,False
25,87,1,1,0,8,94,2,1,0,1,2,0,4,0,0,0,0,71,False,False,True
26,94,0,1,0,8,56,0,1,1,2,1,0,2,0,1,0,1,69,True,False,False
14,74,2,1,1,7,72,2,0,2,1,1,1,3,0,1,0,0,65,True,False,False
25,77,0,1,1,7,54,1,1,2,1,1,0,1,0,1,1,0,66,False,True,False
13,99,1,1,1,10,77,0,1,0,1,2,1,3,0,1,1,1,68,True,False,False
24,91,2,2,1,7,76,1,1,0,1,1,1,2,0,0,1,1,72,False,False,True
24,96,2,2,1,7,96,1,1,1,1,1,0,3,0,0,0,1,74,True,False,False
9,78,1,1,0,7,98,0,1,3,0,1,0,2,0,0,0,0,64,False,False,True
21,69,2,0,1,7,63,1,1,0,1,1,0,3,0,0,1,0,64,False,False,True
17,76,1,1,1,8,79,0,0,1,0,1,0,4,1,2,2,1,63,False,True,False
15,89,2,0,0,9,73,2,1,2,0,0,1,2,0,0,0,0,66,False,True,False
28,64,1,1,1,7,77,1,1,1,2,1,0,2,0,0,0,0,67,False,False,True
16,71,2,0,1,6,77,0,1,4,1,1,0,5,1,1,1,0,64,False,True,False
15,62,0,2,0,10,96,0,1,0,1,2,1,4,0,0,2,0,62,False,False,True
20,77,1,0,1,7,95,2,1,0,1,-1,0,1,0,0,2,0,66,False,False,True
24,93,1,2,0,4,56,0,1,4,0,2,0,2,0,2,1,1,71,True,False,False
19,61,2,0,1,10,67,0,0,1,1,1,0,6,0,2,0,1,63,False,False,True
27,87,2,1,1,9,88,1,1,1,0,2,0,4,1,1,0,0,72,False,False,True
23,97,1,2,0,9,84,0,1,1,2,1,0,3,1,0,2,1,71,False,False,True
7,69,0,1,0,9,82,0,1,1,1,2,1,3,0,2,0,1,61,False,False,True
17,88,1,2,1,10,100,1,1,1,0,2,0,2,0,2,0,1,71,False,False,True
17,99,1,1,0,5,67,0,1,2,1,1,1,4,0,2,2,0,69,False,True,False
23,98,1,2,1,6,76,0,1,3,0,2,0,3,0,-1,0,0,74,False,False,True
4,69,1,2,1,6,99,1,1,0,1,2,0,2,0,0,1,0,61,False,True,False
35,64,1,0,0,6,85,2,1,2,1,2,1,2,0,0,1,0,68,False,True,False
23,66,1,2,1,7,82,2,1,1,1,1,0,2,0,0,0,0,67,False,False,True
21,88,2,0,0,6,58,1,1,3,2,1,1,4,0,1,0,0,70,False,True,False
27,89,1,1,0,5,62,1,1,0,0,1,0,3,0,0,0,0,69,False,True,False
34,87,1,0,0,6,69,2,1,3,0,1,1,2,0,1,1,0,72,False,True,False
25,73,1,0,1,7,73,1,1,1,1,1,0,2,0,0,0,0,66,False,False,True
26,67,1,1,0,9,75,1,1,2,1,1,0,3,0,0,0,0,67,False,False,True
21,83,1,1,0,6,95,2,1,4,2,2,0,2,0,0,2,1,70,False,True,False
19,79,1,2,1,8,55,1,1,3,1,1,1,4,1,2,0,0,68,False,True,False
17,89,0,1,1,5,62,2,1,2,1,1,1,2,0,1,0,1,68,False,False,True
15,78,1,2,0,4,57,2,1,2,1,2,0,2,0,0,0,1,65,True,False,False
16,74,1,0,1,7,87,1,1,0,0,0,0,3,0,1,0,1,63,False,False,True
12,72,0,0,1,6,99,2,1,0,0,1,0,4,0,1,2,1,62,False,False,True
20,68,1,2,1,6,95,1,1,0,0,1,0,4,0,0,0,1,66,False,False,True
10,71,1,2,1,6,86,1,1,1,1,0,0,2,1,2,0,0,62,True,False,False
21,64,0,2,1,6,51,0,1,0,2,0,0,3,0,1,1,1,61,True,False,False
20,74,0,1,1,6,67,2,1,0,1,1,1,4,1,1,1,1,63,True,False,False
21,61,1,1,1,6,93,0,1,3,1,2,1,3,0,-1,0,1,65,False,True,False
17,67,2,0,0,5,83,2,1,3,0,1,0,3,0,0,1,0,64,False,False,True
38,90,2,1,1,4,60,0,1,2,0,1,0,4,0,1,1,0,74,False,True,False
28,73,0,1,1,4,73,1,1,2,2,2,0,2,0,2,0,1,70,False,False,True
13,87,0,1,0,10,54,0,1,2,0,1,0,2,0,-1,1,1,63,False,False,True
21,89,0,1,0,7,76,1,1,3,2,1,0,2,0,0,2,1,68,False,False,True
16,83,1,2,1,9,95,1,1,2,0,2,0,2,0,1,0,0,69,False,True,False
14,98,1,2,1,7,52,2,1,1,1,2,1,4,0,-1,1,0,70,True,False,False
12,61,1,1,1,7,81,1,1,2,2,1,0,3,0,1,2,0,62,False,True,False
23,90,2,1,1,7,62,1,1,3,1,0,1,2,0,2,1,0,71,False,False,True
16,98,1,0,0,8,100,0,1,2,0,1,0,1,0,-1,0,0,69,False,True,False
26,94,2,0,1,5,53,0,1,0,0,2,0,2,0,0,0,0,69,False,True,False
26,67,0,2,1,6,81,2,1,4,0,2,0,3,1,1,0,0,68,False,True,False
28,73,0,1,1,7,63,0,1,0,0,1,0,2,0,0,0,0,65,False,False,True
15,67,1,2,1,4,94,2,1,1,1,1,1,5,0,0,2,0,65,False,False,True
23,84,0,0,1,9,56,0,0,1,1,2,0,4,0,0,0,1,65,False,False,True
24,88,2,2,0,9,71,1,1,2,2,2,0,3,0,0,0,1,72,True,False,False
17,73,1,0,0,4,59,2,1,2,0,2,1,4,0,0,1,1,63,True,False,False
15,82,1,2,1,6,90,2,0,2,2,1,0,2,0,0,0,0,68,False,False,True
30,88,1,1,1,7,68,0,1,1,1,2,0,3,0,1,0,1,72,False,False,True
21,77,1,0,1,8,59,1,1,3,0,1,1,2,0,0,0,0,66,False,False,True
24,94,0,1,0,9,86,2,1,2,0,1,0,3,0,1,0,1,71,False,True,False
15,91,1,0,1,6,91,0,1,0,1,1,0,3,0,1,1,1,67,False,False,True
13,63,1,1,0,10,73,0,1,2,0,2,0,3,0,2,1,0,61,True,False,False
17,85,2,2,1,7,69,1,1,4,0,2,1,2,0,0,0,1,70,False,True,False
19,69,1,1,1,7,82,0,0,2,0,-1,0,3,0,1,0,0,64,False,True,False
14,82,1,1,1,8,83,1,1,0,1,1,0,2,0,0,1,0,64,True,False,False
20,98,0,2,1,7,83,1,0,0,0,1,0,3,0,0,2,1,68,False,True,False
10,95,2,1,0,7,64,2,1,4,0,1,1,3,0,2,0,0,70,False,False,True
13,76,0,1,1,10,97,2,1,4,0,0,0,3,0,1,1,0,65,False,True,False
24,72,2,2,0,7,61,1,1,3,0,1,1,2,0,0,0,1,67,False,True,False
24,69,1,0,1,6,69,1,1,0,0,2,1,4,0,1,0,0,65,False,True,False
18,81,0,1,1,6,64,1,1,1,1,1,0,4,0,0,1,1,65,False,False,True
14,65,1,2,1,9,97,0,1,3,0,2,0,4,0,0,0,1,65,False,False,True
14,82,2,0,1,8,91,2,1,1,0,1,0,2,0,0,0,0,66,True,False,False
18,60,1,2,0,5,91,0,1,2,0,1,0,4,1,0,0,0,62,True,False,False
24,73,1,1,1,5,50,0,1,1,0,1,0,2,0,0,0,0,63,True,False,False
26,69,0,0,1,7,84,1,1,0,1,1,1,3,1,0,1,0,63,False,True,False
17,99,1,1,1,8,62,1,1,3,1,1,1,3,0,0,0,0,70,False,True,False
13,89,0,2,1,6,98,1,1,0,1,1,1,4,0,0,0,0,67,True,False,False
22,74,2,2,0,4,77,0,1,0,2,1,1,3,1,0,0,0,66,True,False,False
15,64,2,1,0,5,78,1,1,2,0,1,0,2,0,0,1,0,63,False,False,True
17,81,2,0,1,9,68,2,1,1,0,0,1,3,0,1,0,1,66,False,False,True
28,69,0,1,0,8,77,1,1,3,1,1,0,4,0,1,1,1,67,False,True,False
25,81,1,1,0,9,87,0,1,1,0,2,1,1,0,2,1,1,68,True,False,False
21,93,0,2,1,9,78,0,1,1,1,0,0,2,1,0,2,0,67,False,True,False
12,85,1,2,1,6,82,1,1,1,2,1,0,2,0,0,2,0,66,False,True,False
21,85,2,2,1,6,74,1,1,2,1,1,0,4,0,0,0,1,71,False,True,False
26,82,1,1,1,7,86,1,1,0,0,2,0,2,1,2,0,0,69,False,True,False
18,97,2,0,1,8,95,2,1,1,1,1,0,2,0,2,1,0,72,False,False,True
28,97,2,0,1,9,53,0,1,0,0,1,1,3,0,1,1,1,70,True,False,False
28,81,1,1,1,10,55,1,1,2,1,0,1,3,0,0,0,0,68,False,True,False
30,72,1,1,0,8,84,1,1,1,0,2,1,1,0,0,0,0,68,False,False,True
22,78,0,2,1,8,69,2,1,2,0,1,0,2,0,0,0,1,67,True,False,False
24,67,1,1,0,10,64,0,1,1,0,1,0,2,1,1,2,1,62,False,False,True
28,85,1,0,0,7,59,0,1,1,0,1,0,3,0,2,2,0,67,False,True,False
23,80,2,1,0,9,79,1,1,1,1,2,0,2,0,2,0,0,69,True,False,False
17,64,1,2,1,8,67,1,1,3,0,1,0,3,0,1,0,0,64,True,False,False
17,68,1,2,1,8,75,1,1,2,0,2,1,3,0,1,0,1,66,False,False,True
21,79,2,0,1,7,98,2,1,2,0,1,0,1,0,0,0,0,69,False,False,True
12,96,2,2,0,5,88,2,1,0,1,1,1,2,0,1,1,1,70,False,False,True
19,83,2,1,0,8,90,0,1,3,0,1,0,3,0,1,1,1,69,False,False,True
27,87,1,1,1,8,56,1,1,3,1,2,0,3,0,2,0,0,72,False,True,False
7,74,1,1,1,6,66,0,1,1,0,2,1,2,0,0,0,1,61,False,False,True
29,83,1,1,0,7,55,2,1,2,0,0,1,4,0,0,0,1,68,True,False,False
27,78,1,1,0,6,98,0,1,1,1,1,0,3,0,0,2,0,68,False,False,True
17,86,0,1,0,6,84,2,1,0,1,1,1,3,0,0,0,1,66,False,True,False
23,62,1,1,0,6,51,1,1,5,2,1,0,2,0,1,0,0,65,True,False,False
20,80,2,0,1,5,74,1,1,2,0,0,0,4,0,1,1,1,66,True,False,False
27,72,1,1,0,6,63,1,1,1,2,1,1,5,0,1,1,1,67,True,False,False
26,73,1,2,0,8,77,1,1,0,1,2,1,2,0,1,2,0,68,False,False,True
12,98,0,1,0,9,59,0,1,1,2,1,0,2,0,2,0,1,67,False,True,False
24,67,0,1,1,10,53,1,1,0,1,1,0,3,1,1,0,1,63,False,False,True
19,72,1,0,0,6,66,1,1,0,1,2,1,2,0,2,0,0,64,False,True,False
20,80,1,0,0,9,65,2,1,1,1,1,1,3,0,1,2,0,66,False,False,True
16,95,2,1,1,8,86,1,1,0,0,0,0,4,0,0,1,0,69,False,False,True
30,77,1,0,1,7,74,1,1,3,2,1,1,3,0,2,1,0,70,False,True,False
26,90,1,1,0,8,65,2,1,3,1,2,1,2,0,0,0,1,72,False,False,True
16,94,1,2,0,9,79,2,1,2,2,-1,0,5,0,0,1,1,71,False,False,True
12,72,1,1,1,6,54,0,1,3,0,1,0,2,0,2,0,0,63,False,False,True
18,76,2,2,0,6,83,1,1,1,2,1,0,4,0,0,0,0,68,False,True,False
23,74,1,2,1,6,57,0,0,1,2,2,1,3,0,1,0,0,67,False,True,False
21,93,1,0,0,6,64,1,1,2,0,1,0,4,0,2,1,0,69,False,False,True
28,62,1,1,0,9,64,2,1,1,0,1,1,2,0,2,0,0,65,True,False,False
25,72,2,0,1,6,73,2,1,4,1,2,0,4,0,1,1,0,69,False,True,False
26,87,1,1,0,6,98,2,1,0,1,2,0,4,0,1,1,0,71,True,False,False
22,83,1,0,1,7,66,1,1,2,1,1,1,3,0,0,0,1,67,False,True,False
12,77,0,1,0,7,64,0,1,2,2,2,0,4,0,1,1,1,64,False,False,True
19,82,2,1,1,6,58,0,1,2,1,2,1,3,0,1,0,1,68,False,False,True
26,68,2,0,1,10,70,1,1,1,0,1,0,3,0,1,0,0,67,False,False,True
20,77,0,0,0,6,59,0,1,1,2,1,0,2,0,0,1,1,62,True,False,False
23,80,2,1,0,7,57,0,1,2,1,2,0,2,0,2,1,1,68,True,False,False
18,96,1,1,1,4,93,1,1,0,1,2,0,4,0,1,0,1,72,False,False,True
14,70,1,2,1,7,53,0,1,0,1,1,0,3,0,0,1,0,61,True,False,False
19,95,0,0,1,5,86,1,1,0,2,1,0,4,0,0,1,0,67,True,False,False
22,86,2,1,0,6,60,2,1,0,2,2,0,3,0,2,0,0,70,False,True,False
16,61,0,1,1,4,51,0,1,1,0,1,0,3,0,0,0,0,59,False,True,False
19,89,2,1,1,6,90,2,1,0,0,2,1,4,0,1,1,1,70,True,False,False
14,61,0,1,0,7,85,2,1,1,0,1,0,1,0,0,0,1,60,False,True,False
27,100,2,1,0,7,67,1,1,1,2,2,0,3,0,1,1,0,74,False,True,False
18,95,0,2,1,6,54,2,1,0,1,2,1,3,0,1,1,0,68,True,False,False
29,72,1,1,0,7,68,0,1,0,0,1,0,3,0,1,0,1,67,False,False,True
29,70,1,0,0,6,59,2,1,2,1,1,1,4,0,2,2,0,67,False,True,False
20,75,0,1,1,7,97,2,1,0,1,1,0,2,0,1,-1,1,66,False,True,False
14,74,1,1,0,7,76,2,1,1,0,2,0,2,0,0,2,1,63,False,True,False
7,75,1,1,0,7,98,0,0,1,0,2,0,3,0,1,0,0,62,False,False,True
11,73,2,0,1,7,68,2,1,3,0,2,1,3,0,1,1,1,64,False,True,False
12,85,1,1,1,6,78,2,1,3,1,1,0,4,0,1,0,0,68,False,True,False
28,67,1,1,0,8,60,2,1,0,1,1,0,3,0,0,1,1,65,False,False,True
21,94,1,0,1,8,90,0,1,1,1,1,0,4,0,2,0,1,71,False,False,True
22,92,1,1,1,7,52,0,0,1,1,1,1,3,0,2,0,1,68,True,False,False
7,79,0,2,1,9,85,1,1,0,1,1,0,2,0,0,0,0,62,True,False,False
13,94,2,2,1,7,70,1,1,1,1,1,1,3,0,0,1,0,68,True,False,False
25,70,1,1,1,7,79,0,1,3,2,1,0,3,0,0,0,0,68,False,True,False
22,61,2,1,1,7,80,2,1,3,1,2,0,3,0,2,1,0,67,False,True,False
19,85,1,1,1,7,86,1,1,0,0,1,0,2,0,1,1,1,67,False,False,True
23,78,2,2,1,6,60,1,1,2,2,2,0,4,0,0,2,0,70,False,False,True
30,83,0,1,1,4,77,1,1,0,0,1,0,4,0,0,0,1,69,False,True,False
19,96,0,1,0,7,71,1,1,2,0,2,1,3,0,2,1,0,70,False,False,True
20,99,1,0,0,8,64,0,1,1,2,1,0,2,0,0,0,0,69,False,False,True
21,85,2,1,1,5,75,0,1,1,2,2,0,2,0,0,1,1,70,False,False,True
34,91,1,0,0,9,98,1,1,0,1,1,0,4,0,-1,1,0,72,False,True,False
7,63,0,1,0,5,97,1,1,1,0,1,0,2,0,0,0,1,59,False,True,False
24,66,1,1,0,6,64,1,0,0,1,2,0,4,0,0,0,0,64,False,True,False
19,89,2,2,1,10,94,1,1,0,2,1,1,1,0,1,0,1,72,False,True,False
23,77,0,2,1,8,94,1,1,0,2,1,1,3,0,2,0,0,70,False,False,True
16,78,0,2,0,7,62,1,1,0,2,2,0,1,0,0,2,1,63,True,False,False
20,72,2,1,1,7,80,1,1,1,0,2,1,3,0,1,0,0,66,True,False,False
24,84,2,2,0,9,93,1,1,3,2,1,0,4,0,0,2,0,72,False,True,False
39,67,2,2,1,5,76,1,0,2,1,1,1,4,0,-1,0,1,71,True,False,False
25,85,2,2,0,9,68,1,1,1,2,1,0,3,0,2,2,1,71,True,False,False
15,67,0,1,1,6,83,0,1,3,1,0,0,3,0,0,1,0,62,False,False,True
17,63,1,1,1,8,59,1,1,1,0,2,0,1,0,2,1,0,62,False,False,True
17,73,1,0,0,6,58,1,1,4,1,1,0,1,0,1,0,0,64,False,False,True
9,69,2,2,1,10,92,1,1,2,0,1,1,3,0,2,0,0,65,False,True,False
18,96,2,0,1,7,52,0,1,1,0,1,1,4,0,1,0,1,68,False,True,False
24,62,2,1,1,5,90,0,1,0,2,1,1,3,0,1,0,0,67,False,False,True
12,67,1,1,1,8,65,0,1,1,2,1,0,3,0,0,1,0,61,False,True,False
26,82,0,0,1,9,74,2,1,2,1,1,0,5,0,0,1,1,68,True,False,False
23,79,1,2,0,9,77,1,1,1,0,2,0,3,0,0,0,0,68,False,True,False
16,62,1,1,0,7,88,1,1,1,0,2,0,1,0,0,0,1,62,False,True,False
